Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59140405,Explosive Conflict: Time-Dynamics of Violence,Randall Collins,"Collins, Randall",,"=""1000506584""","=""9781000506587""",0,4.00,Routledge,ebook,306,2022,,,2026/01/03,to-read,to-read (#59),to-read,,,,0,0
269724,The Sociology of Philosophies: A Global Theory of Intellectual Change,Randall Collins,"Collins, Randall",,"=""0674001877""","=""9780674001879""",0,4.13,Belknap,Paperback,1098,2000,1998,,2026/01/03,to-read,to-read (#58),to-read,,,,0,0
879074,Interaction Ritual Chains (Princeton Studies in Cultural Sociology),Randall Collins,"Collins, Randall",,"=""0691123896""","=""9780691123899""",0,4.26,Princeton University Press,Paperback,464,2005,2004,,2026/01/03,to-read,to-read (#57),to-read,,,,0,0
2139233,Violence: A Micro-sociological Theory,Randall Collins,"Collins, Randall",,"=""0691133131""","=""9780691133133""",0,4.09,Princeton University Press,Hardcover,584,2008,2008,,2026/01/02,"currently-reading, non-fiction, sociology","currently-reading (#9), non-fiction (#20), sociology (#1)",currently-reading,,,,1,0
1472906,Placeways: A Theory of the Human Environment,Eugene Victor Walter,"Walter, Eugene Victor",,"=""0807842001""","=""9780807842003""",0,3.78,The University of North Carolina Press,Paperback,272,1988,1988,,2025/12/27,"currently-reading, anthropology, non-fiction","currently-reading (#8), anthropology (#2), non-fiction (#19)",currently-reading,,,,1,0
48710556,"Ballad of the Bullet: Gangs, Drill Music, and the Power of Online Infamy",Forrest Stuart,"Stuart, Forrest",,"=""0691194432""","=""9780691194431""",5,4.36,Princeton University Press,Hardcover,288,2020,2020,2025/12/26,2025/12/21,,,read,,,,1,0
23937,The Soft Machine (The Nova Trilogy #1),William S. Burroughs,"Burroughs, William S.",,"=""0802133290""","=""9780802133298""",4,3.43,Grove Press,Paperback,184,1994,1961,,2024/12/06,,,read,,,,1,0
23931,"Nova Express (The Nova Trilogy, #2)",William S. Burroughs,"Burroughs, William S.",,"=""0802133304""","=""9780802133304""",3,3.67,Grove Press,Paperback,192,1994,1964,,2024/12/06,,,read,,,,1,0
23929479,Soumission,Michel Houellebecq,"Houellebecq, Michel",,"=""2081354802""","=""9782081354807""",4,3.65,Flammarion,Paperback,300,2015,2015,,2024/12/06,,,read,,,,1,0
38376040,"The Border (Power of the Dog, #3)",Don Winslow,"Winslow, Don",,"=""0062664514""","=""9780062664518""",3,4.47,William Morrow,Kindle Edition,768,2019,2019,,2024/12/06,,,read,,,,1,0
249924,Bloodbrothers,Richard Price,"Price, Richard",,"=""0395977738""","=""9780395977736""",4,3.76,Mariner Books,Paperback,271,1999,1976,,2024/12/06,,,read,,,,1,0
39666558,"Sex Money Murder: A Story of Crack, Blood, and Betrayal",Jonathan  Green,"Green, Jonathan",,"=""0393244504""","=""9780393244502""",4,4.29,W. W. Norton & Company,Kindle Edition,423,2018,2018,2024/12/06,2019/03/09,"music, non-fiction","music (#1), non-fiction (#6)",read,,,,1,0
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355942""","=""9780393355949""",4,4.18,W. W. Norton & Company,Paperback,224,2018,1996,,2024/12/06,fiction,fiction (#15),read,,,,1,0
168642,In Cold Blood,Truman Capote,"Capote, Truman",,"=""0679745580""","=""9780679745587""",5,4.09,Vintage,Paperback,343,1994,1966,,2025/08/02,,,read,,,,1,0
32418,"Hannibal (Hannibal Lecter, #3)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",4,3.82,Arrow,Paperback,564,2000,1999,,2025/08/02,,,read,,,,1,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",,"=""0060521996""","=""9780060521998""",4,4.04,Collins,Paperback,320,2003,1997,,2025/08/02,,,read,,,,1,0
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,"=""0061234001""","=""9780061234002""",4,4.01,William Morrow,Hardcover,268,2006,2005,,2025/08/02,,,read,,,,1,0
106835,The Intelligent Investor,Benjamin Graham,"Graham, Benjamin","Jason Zweig, Warren Buffett","=""0060555661""","=""9780060555665""",5,4.23,Harper Business,Paperback,623,2006,1949,,2025/08/02,,,read,,,,1,0
35167685,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.","Ralph Leighton, Edward Hutchings","=""0393355624""","=""9780393355628""",5,4.26,W. W. Norton & Company,Paperback,400,2018,1985,,2025/08/02,,,read,,,,1,0
61539,The Structure of Scientific Revolutions,Thomas S. Kuhn,"Kuhn, Thomas S.",,"=""0226458083""","=""9780226458083""",5,4.03,University of Chicago Press,Paperback,226,1996,1962,,2025/08/02,,,read,,,,1,0
1713426,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,"Ariely, Dan",,"=""""","=""""",4,4.12,HarperCollins Canada ,Hardcover,247,2008,2008,,2025/08/02,,,read,,,,1,0
5752,The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,"Pinker, Steven",,"=""0142003344""","=""9780142003343""",3,4.09,Penguin Books,Paperback,560,2003,2002,,2025/08/02,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",5,3.96,Random House,Paperback,321,1997,1997,,2025/08/08,fiction,fiction (#53),read,,,,1,0
24800,House of Leaves,Mark Z. Danielewski,"Danielewski, Mark Z.",,"=""""","=""""",5,4.09,Random House,Paperback,709,2000,2000,,2025/08/08,"fiction, horror","fiction (#58), horror (#4)",read,,,,1,0
14836,Midnight’s Children,Salman Rushdie,"Rushdie, Salman",,"=""0099578514""","=""9780099578512""",5,3.97,Vintage,Paperback,647,1995,1981,,2025/08/08,"classics, fiction","classics (#12), fiction (#59)",read,,,,1,0
285092,High Fidelity,Nick Hornby,"Hornby, Nick",,"=""1573225517""","=""9781573225519""",4,3.90,Riverhead Books,Paperback,323,1996,1995,,2025/08/08,fiction,fiction (#60),read,,,,1,0
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul",Hazel E. Barnes,"=""0415278481""","=""9780415278485""",5,3.99,Routledge,Paperback,688,2003,1943,,2025/08/08,philosophy,philosophy (#22),read,,,,1,0
24965,Fear and Trembling,Søren Kierkegaard,"Kierkegaard, Søren",Alastair Hannay,"=""0143037579""","=""9780143037576""",5,4.00,Penguin Books,Paperback,152,2006,1843,,2025/08/08,philosophy,philosophy (#23),read,,,,1,0
80369,Discipline and Punish: The Birth of the Prison,Michel Foucault,"Foucault, Michel",Alan Sheridan,"=""0679752552""","=""9780679752554""",5,4.24,Vintage,Paperback,333,1995,1975,,2025/08/08,philosophy,philosophy (#26),read,,,,1,0
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",5,4.18,Vintage,Paperback,746,1989,1949,,2025/08/08,philosophy,philosophy (#27),read,,,,1,0
43069288,Galileo's Error: Foundations for a New Science of Consciousness,Philip Goff,"Goff, Philip",,"=""1524747963""","=""9781524747961""",4,3.97,Pantheon,Hardcover,256,2019,2019,2025/12/21,2025/11/23,"non-fiction, philosophy, science-general","non-fiction (#18), philosophy (#38), science-general (#8)",read,,,,1,0
63906672,Life Sentence: The Brief and Tragic Career of Baltimore’s Deadliest Gang Leader,Mark Bowden,"Bowden, Mark",,"=""0802162436""","=""9780802162434""",4,3.99,Atlantic Monthly Press,Kindle Edition,320,2023,2023,2025/12/12,2025/12/09,,,read,,,,1,0
205713762,The Crisis of Narration,Byung-Chul Han,"Han, Byung-Chul",Daniel Steuer,"=""1509560440""","=""9781509560448""",4,3.91,Polity,Kindle Edition,77,2024,2023,2025/11/04,2025/08/12,philosophy,philosophy (#37),read,,,,1,0
34848070,The Agony of Eros,Byung-Chul Han,"Han, Byung-Chul",,"=""""","=""""",5,3.91,The MIT Press,Kindle Edition,76,2017,2017,2025/11/20,2025/08/12,philosophy,philosophy (#36),read,,,,1,0
36613059,"Things That Bother Me: Death, Freedom, the Self, Etc.",Galen Strawson,"Strawson, Galen",,"=""1681372207""","=""9781681372204""",5,3.93,New York Review Books,Paperback,240,2018,,2025/11/25,2025/11/04,philosophy,philosophy (#35),read,,,,1,0
230910361,Shadow Ticket,Thomas Pynchon,"Pynchon, Thomas",,"=""1594206104""","=""9781594206108""",0,3.60,Penguin Press,Hardcover,293,2025,2025,,2025/10/08,currently-reading,currently-reading (#7),currently-reading,,,,1,0
218845,Ethics: An Essay on the Understanding of Evil,Alain Badiou,"Badiou, Alain",Peter Hallward,"=""1859844359""","=""9781859844359""",0,3.88,Verso,Paperback,214,2001,1994,2025/05/06,2025/09/10,"non-fiction, philosophy","non-fiction (#17), philosophy (#34)",read,,,,2,0
205363946,Annihilation,Michel Houellebecq,"Houellebecq, Michel",Shaun Whiteside,"=""0374608423""","=""9780374608422""",4,3.82,"Farrar, Straus and Giroux",Hardcover,544,2024,2022,2025/09/10,2025/08/24,fiction,fiction (#67),read,,,,1,0
8680,Fierce Invalids Home from Hot Climates,Tom Robbins,"Robbins, Tom",,"=""055337933X""","=""9780553379334""",0,4.04,Bantam,Paperback,445,2001,2000,,2025/09/02,,,read,,,,1,0
9370,Skinny Legs and All,Tom Robbins,"Robbins, Tom",,"=""1842430343""","=""9781842430347""",0,4.07,NO EXIT PRESS,Paperback,422,2002,1990,,2025/09/02,fiction,fiction (#77),read,,,,1,0
7572,Even Cowgirls Get the Blues,Tom Robbins,"Robbins, Tom",,"=""1842430246""","=""9781842430248""",0,3.79,NO EXIT PRESS,Paperback,366,2001,1976,,2025/09/02,fiction,fiction (#76),read,,,,1,0
9566,Still Life with Woodpecker,Tom Robbins,"Robbins, Tom",,"=""184243022X""","=""9781842430224""",0,4.04,No Exit Press,Paperback,277,2001,1980,,2025/09/02,fiction,fiction (#75),read,,,,1,0
16697,The Mysteries of Pittsburgh,Michael Chabon,"Chabon, Michael",,"=""0060790598""","=""9780060790592""",0,3.65,Harper Perennial,Paperback,320,2005,1988,,2025/08/30,fiction,fiction (#74),read,,,,1,0
16707,Wonder Boys,Michael Chabon,"Chabon, Michael",,"=""3423124172""","=""9783423124171""",0,3.93,Dt. Taschenbuch-Verl.,Kindle Edition,383,1998,1995,,2025/08/30,fiction,fiction (#73),read,,,,1,0
89758,The Kandy-Kolored Tangerine-Flake Streamline Baby,Tom Wolfe,"Wolfe, Tom",,"=""0553380583""","=""9780553380583""",0,3.76,Bantam,Paperback,368,1999,1965,,2025/08/30,,,read,,,,1,0
86172,A Man in Full,Tom Wolfe,"Wolfe, Tom",,"=""0553381334""","=""9780553381337""",0,3.89,Dial Press Trade Paperback,Paperback,704,2001,1998,,2025/08/30,fiction,fiction (#72),read,,,,1,0
231,I Am Charlotte Simmons,Tom Wolfe,"Wolfe, Tom",,"=""0312424442""","=""9780312424442""",0,3.46,Picador,Paperback,738,2005,2004,,2025/08/30,,,read,,,,1,0
2666,The Bonfire of the Vanities,Tom Wolfe,"Wolfe, Tom",,"=""""","=""""",0,3.92,Dial Press Trade Paperback,Paperback,690,2001,1987,,2025/08/30,fiction,fiction (#71),read,,,,1,0
34448,Screwjack,Hunter S. Thompson,"Thompson, Hunter S.",,"=""0684873214""","=""9780684873213""",0,3.51,Simon & Schuster,Hardcover,64,2000,2000,,2025/08/30,fiction,fiction (#70),read,,,,1,0
10878,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",Hunter S. Thompson,"Thompson, Hunter S.",,"=""0743250451""","=""9780743250450""",0,4.09,Simon & Schuster,Paperback,624,2003,1979,,2025/08/30,,,read,,,,1,0
7748,Fear and Loathing: On the Campaign Trail '72,Hunter S. Thompson,"Thompson, Hunter S.",,"=""0446698229""","=""9780446698221""",0,4.13,Grand Central Publishing,Paperback,481,2006,1973,,2025/08/30,,,read,,,,1,0
70236,Running Wild,J.G. Ballard,"Ballard, J.G.",,"=""0374525463""","=""9780374525460""",0,3.56,"Farrar, Straus and Giroux",Paperback,112,1999,1988,,2025/08/30,fiction,fiction (#69),read,,,,1,0
70277,Super-Cannes,J.G. Ballard,"Ballard, J.G.",,"=""0312306091""","=""9780312306090""",5,3.72,Picador,Paperback,400,2002,2000,2024/05/01,2025/08/30,fiction,fiction (#68),read,,,,1,0
783310,Powers of Horror: An Essay on Abjection,Julia Kristeva,"Kristeva, Julia",Leon Roudiez,"=""0231053479""","=""9780231053471""",0,4.07,Columbia University Press,Paperback,219,1982,1980,,2025/08/30,to-read,to-read (#56),to-read,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",0,4.34,Penguin Press,Hardcover,368,2023,2023,,2025/08/30,to-read,to-read (#55),to-read,,,,0,0
204640602,"The Third Realm (Morgenstjernen, #3)",Karl Ove Knausgård,"Knausgård, Karl Ove",Karl Ove Knausgaard,"=""0593655214""","=""9780593655214""",0,4.32,Penguin Press,Hardcover,512,2024,2022,,2025/08/30,to-read,to-read (#54),to-read,,,,0,0
57799745,"The Morning Star (Morgenstjernen, #1)",Karl Ove Knausgård,"Knausgård, Karl Ove","Karl Ove Knausgaard, Martin Aitken","=""0399563423""","=""9780399563423""",0,3.95,Penguin Press,Hardcover,666,2021,2020,,2025/08/30,to-read,to-read (#53),to-read,,,,0,0
222683896,The School of Night,Karl Ove Knausgård,"Knausgård, Karl Ove",Karl Ove Knausgaard,"=""0593832809""","=""9780593832806""",0,4.39,Penguin Press,Hardcover,512,2026,2023,,2025/08/30,to-read,to-read (#52),to-read,,,,0,0
40180098,The Overstory,Richard Powers,"Powers, Richard",,"=""039335668X""","=""9780393356687""",0,4.11,W.W. Norton & Company,Paperback,502,2019,2018,,2025/08/30,to-read,to-read (#51),to-read,,,,0,0
205363936,Lazarus Man,Richard Price,"Price, Richard",,"=""0374168156""","=""9780374168155""",5,3.51,"Farrar, Straus and Giroux",Hardcover,352,2024,2024,2025/08/24,2025/08/08,fiction,fiction (#62),read,,,,1,0
23944,"Cities of the Red Night (The Red Night Trilogy, #1)",William S. Burroughs,"Burroughs, William S.",,"=""0312278462""","=""9780312278465""",0,3.75,Picador,Paperback,332,1981,1981,,2025/08/22,,,read,,,,1,0
1325218,Scary Stories to Tell in the Dark,Alvin Schwartz,"Schwartz, Alvin",Stephen Gammell,"=""0590431978""","=""9780590431972""",0,4.06,"Scholastic, Inc.",Paperback,111,1989,1981,,2025/08/22,,,read,,,,1,0
281235,"Bunnicula: A Rabbit-Tale of Mystery (Bunnicula, #1)",Deborah Howe,"Howe, Deborah","James    Howe, Alan Daniel","=""1416928170""","=""9781416928171""",0,3.89,Atheneum Bo oks for Young Readers,Paperback,98,2006,1979,,2025/08/22,,,read,,,,1,0
8695,"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.20,Del Rey,Paperback,250,2005,1980,,2025/08/22,,,read,,,,1,0
9589,Hocus Pocus,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0425161293""","=""9780425161296""",0,3.83,Berkley Books,Paperback,322,1997,1990,,2025/08/22,,,read,,,,1,0
10882,Hell's Angels,Hunter S. Thompson,"Thompson, Hunter S.",Sylvie Durastanti,"=""222109073X""","=""9782221090732""",0,3.98,Robert Laffont,Paperback,295,2000,1966,,2025/08/22,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.16,Random House Worlds,Paperback,224,1997,1982,,2025/08/22,,,read,,,,1,0
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,"Klosterman, Chuck",,"=""0743236017""","=""9780743236010""",0,3.74,Scribner,Paperback,272,2004,2003,,2025/08/22,,,read,,,,1,0
6295,Howl and Other Poems,Allen Ginsberg,"Ginsberg, Allen",William Carlos Williams,"=""0872863107""","=""9780872863101""",0,4.13,City Lights,Hardcover,56,2001,1956,,2025/08/22,,,read,,,,1,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0307497909""","=""9780307497901""",0,4.08,Del Rey,Kindle Edition,225,2008,1984,,2025/08/22,,,read,,,,1,0
436806,Story of the Eye,Georges Bataille,"Bataille, Georges",Joachim Neugroschel,"=""0872862097""","=""9780872862098""",0,3.64,City Lights Publishers,Paperback,103,1987,1928,,2025/08/22,,,read,,,,1,0
70251,Concrete Island,J.G. Ballard,"Ballard, J.G.",,"=""031242034X""","=""9780312420345""",0,3.68,Picador,Paperback,176,2001,1974,,2025/08/22,fiction,fiction (#66),read,,,,1,0
18864,The Rum Diary,Hunter S. Thompson,"Thompson, Hunter S.",,"=""0684856476""","=""9780684856476""",0,3.85,Scribner / Simon & Schuster,Paperback,224,1999,1998,,2025/08/22,fiction,fiction (#65),read,,,,1,0
682745,The Basketball Diaries,Jim Carroll,"Carroll, Jim",,"=""""","=""""",0,3.99,Penguin Books/Penguin Group (USA) Inc.,Paperback,224,1995,1978,,2025/08/22,,,read,,,,1,0
22206,Lullaby,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0099437961""","=""9780099437963""",0,3.74,Vintage,Paperback,260,2003,2002,,2025/08/22,fiction,fiction (#64),read,,,,1,0
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,"Wolfe, Tom",,"=""0553380648""","=""9780553380644""",0,3.92,Bantam,Paperback,416,1999,1968,,2025/08/22,non-fiction,non-fiction (#16),read,,,,1,0
23955,Trainspotting,Irvine Welsh,"Welsh, Irvine",Eric Lindor Fall,"=""2020336464""","=""9782020336468""",0,4.11,Seuil,Mass Market Paperback,344,1998,1993,,2025/08/22,fiction,fiction (#63),read,,,,1,0
24509639,"Tentacles Longer Than Night (Horror of Philosophy, #3)",Eugene Thacker,"Thacker, Eugene",,"=""1782798897""","=""9781782798897""",4,3.94,Zer0 Books,Paperback,219,2015,2015,2025/08/08,2025/08/06,,,read,,,,2,0
765337,Difference and Repetition,Gilles Deleuze,"Deleuze, Gilles",Paul Patton,"=""0231081596""","=""9780231081597""",0,4.26,Columbia University Press,Paperback,350,1995,1968,,2025/08/08,to-read,to-read (#50),to-read,,,,0,0
201388,Minima Moralia: Reflections on a Damaged Life,Theodor W. Adorno,"Adorno, Theodor W.",E.F.N. Jephcott,"=""1844670511""","=""9781844670512""",0,4.24,Verso,Paperback,256,2005,1951,,2025/08/08,philosophy,philosophy (#33),read,,,,1,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",0,4.27,Dover Publications,Paperback,80,2002,1929,,2025/08/08,,,read,,,,1,0
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.22,Penguin Books,Paperback,112,2000,1929,,2025/08/08,,,read,,,,1,0
29501,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,"Harris, Sam",,"=""0393327655""","=""9780393327656""",0,3.89,W. W. Norton,Paperback,348,2005,2004,,2025/08/08,non-fiction,non-fiction (#15),read,,,,1,0
66933,The Wretched of the Earth,Frantz Fanon,"Fanon, Frantz","Homi K. Bhabha, Richard Philcox, Jean-Paul Sartre","=""0802141323""","=""9780802141323""",0,4.35,Grove Press,Paperback,251,2005,1961,,2025/08/08,"non-fiction, philosophy","non-fiction (#14), philosophy (#32)",read,,,,1,0
13269,The Poetics of Space,Gaston Bachelard,"Bachelard, Gaston","Maria Jolas, John R. Stilgoe","=""0807064734""","=""9780807064733""",0,4.18,Beacon,Paperback,282,1994,1957,,2025/08/08,to-read,to-read (#49),to-read,,,,0,0
8524528,The Conspiracy Against the Human Race,Thomas Ligotti,"Ligotti, Thomas",Ray Brassier,"=""098242969X""","=""9780982429693""",0,4.02,Hippocampus Press,Hardcover,240,2010,2011,,2025/08/08,to-read,to-read (#48),to-read,,,,0,0
25490360,The Burnout Society,Byung-Chul Han,"Han, Byung-Chul",Erik Butler,"=""0804795096""","=""9780804795098""",0,3.85,Stanford University Press,Paperback,60,2015,2010,,2025/08/08,to-read,to-read (#47),to-read,,,,0,0
18912,The Sublime Object of Ideology,Slavoj Žižek,"Žižek, Slavoj",,"=""0860919714""","=""9780860919711""",0,4.07,Verso,Paperback,256,1989,1989,,2025/08/08,to-read,to-read (#46),to-read,,,,0,0
85812,Dialectic of Enlightenment: Philosophical Fragments,Max Horkheimer,"Horkheimer, Max","Theodor W. Adorno, Gunzelin Schmid Nörr, Edmund Jephcott","=""0804736332""","=""9780804736336""",0,4.11,Stanford University Press,Paperback,304,2007,1947,,2025/08/08,to-read,to-read (#45),to-read,,,,0,0
